"","ID","X","CRUISE","TOW_NO","TOW_TYPE_ID","TOW_DATE","YEAR","STRATA_ID","MIDPOINT_LONG","MIDPOINT_LAT","GEAR_TYPE_ID","GEAR_TYPE","DEPTH_M","BOTTOM_TEMP"
"2249","BI2012.13",2227,"BI2012",13,1,"2012-06-19",2012,23,-66.538275,44.150125,1,"Miracle gear with teeth",-86.26285553,9.4
"2250","BI2012.130",2344,"BI2012",130,1,"2012-06-24",2012,24,-66.409125,43.98553333,1,"Miracle gear with teeth",-67.02445221,10
"2251","BI2012.131",2345,"BI2012",131,1,"2012-06-24",2012,24,-66.3303,43.97463333,1,"Miracle gear with teeth",-36.5618248,11.4
"2252","BI2012.132",2346,"BI2012",132,1,"2012-06-24",2012,22,-66.31181667,44.22109167,1,"Miracle gear with teeth",-34.99387741,10.9
"2253","BI2012.133",2347,"BI2012",133,5,"2012-06-25",2012,22,-66.32818333,44.2442,1,"Miracle gear with teeth",-38.20000076,10.9
"2254","BI2012.134",2348,"BI2012",134,1,"2012-06-25",2012,22,-66.35105,44.242175,1,"Miracle gear with teeth",-44.19314575,10.9
"2255","BI2012.135",2349,"BI2012",135,5,"2012-06-25",2012,22,-66.24010833,44.281875,1,"Miracle gear with teeth",-38.27865601,10.9
"2256","BI2012.136",2350,"BI2012",136,5,"2012-06-25",2012,22,-66.27420833,44.299975,1,"Miracle gear with teeth",-24.03185654,11.1
"2257","BI2012.137",2351,"BI2012",137,1,"2012-06-25",2012,22,-66.20990833,44.35789167,1,"Miracle gear with teeth",-47.18000031,10.9
"2258","BI2012.138",2352,"BI2012",138,5,"2012-06-25",2012,22,-66.21416667,44.34720833,1,"Miracle gear with teeth",-48.78251266,10.9
"2259","BI2012.139",2353,"BI2012",139,5,"2012-06-25",2012,22,-66.15439167,44.41590833,1,"Miracle gear with teeth",-17,12.6
"2260","BI2012.14",2228,"BI2012",14,1,"2012-06-19",2012,23,-66.53294167,44.1374,1,"Miracle gear with teeth",-98.42049408,9.3
"2261","BI2012.140",2354,"BI2012",140,1,"2012-06-25",2012,22,-66.13004167,44.42120833,1,"Miracle gear with teeth",-27.42139435,12.1
"2262","BI2012.141",2355,"BI2012",141,1,"2012-06-25",2012,22,-66.08466667,44.4537,1,"Miracle gear with teeth",-21.01817703,12.7
"2263","BI2012.142",2356,"BI2012",142,5,"2012-06-25",2012,22,-66.07425833,44.46505833,1,"Miracle gear with teeth",-15.78653622,12.8
"2264","BI2012.143",2357,"BI2012",143,5,"2012-06-25",2012,22,-66.068025,44.45165833,1,"Miracle gear with teeth",-14.91444015,12.7
"2265","BI2012.144",2358,"BI2012",144,1,"2012-06-25",2012,22,-66.05723333,44.457775,1,"Miracle gear with teeth",-17.86220741,12.7
"2266","BI2012.145",2359,"BI2012",145,5,"2012-06-25",2012,22,-66.04364167,44.474,1,"Miracle gear with teeth",-20.81991768,13.1
"2267","BI2012.146",2360,"BI2012",146,1,"2012-06-25",2012,22,-66.00605,44.47866667,1,"Miracle gear with teeth",-8.739881516,13.3
"2268","BI2012.147",2361,"BI2012",147,1,"2012-06-25",2012,22,-66.06840833,44.41479167,1,"Miracle gear with teeth",-16.13581467,12.5
"2269","BI2012.148",2362,"BI2012",148,1,"2012-06-25",2012,22,-66.1501,44.339725,1,"Miracle gear with teeth",-18.31431961,12.4
"2270","BI2012.149",2363,"BI2012",149,1,"2012-06-25",2012,22,-66.1632,44.330775,1,"Miracle gear with teeth",-22.54124451,11.9
"2271","BI2012.15",2229,"BI2012",15,1,"2012-06-19",2012,23,-66.5142,44.13714167,1,"Miracle gear with teeth",-125.8093719,9.3
"2272","BI2012.150",2364,"BI2012",150,5,"2012-06-25",2012,22,-66.177625,44.29021667,1,"Miracle gear with teeth",-24.03555679,11.9
"2273","BI2012.151",2365,"BI2012",151,1,"2012-06-25",2012,22,-66.19655833,44.2782,1,"Miracle gear with teeth",-26.01788902,11.4
"2274","BI2012.152",2366,"BI2012",152,1,"2012-06-25",2012,22,-66.18746667,44.26773333,1,"Miracle gear with teeth",-23.41694069,11.6
"2275","BI2012.153",2367,"BI2012",153,1,"2012-06-25",2012,22,-66.21361667,44.26501667,1,"Miracle gear with teeth",-27.02305412,11.4
"2276","BI2012.154",2368,"BI2012",154,5,"2012-06-25",2012,22,-66.195725,44.236425,1,"Miracle gear with teeth",-14.95515251,12
"2277","BI2012.155",2369,"BI2012",155,5,"2012-06-25",2012,22,-66.18,44.23613333,1,"Miracle gear with teeth",-16.66202354,12.3
"2278","BI2012.16",2230,"BI2012",16,1,"2012-06-19",2012,23,-66.49995833,44.140975,1,"Miracle gear with teeth",-95.05416107,9.3
"2279","BI2012.17",2231,"BI2012",17,1,"2012-06-19",2012,23,-66.47635833,44.12549167,1,"Miracle gear with teeth",-52.39525223,9.5
"2280","BI2012.18",2232,"BI2012",18,1,"2012-06-19",2012,23,-66.53994167,44.04821667,1,"Miracle gear with teeth",-98.14434814,9.1
"2281","BI2012.19",2233,"BI2012",19,1,"2012-06-19",2012,23,-66.572125,44.00919167,1,"Miracle gear with teeth",-98.43403625,9
"2282","BI2012.2",2216,"BI2012",2,1,"2012-06-18",2012,23,-66.61960833,44.21145833,1,"Miracle gear with teeth",-70.55000305,8.5
"2283","BI2012.20",2234,"BI2012",20,5,"2012-06-19",2012,24,-66.50971667,43.99011667,1,"Miracle gear with teeth",-97.10128784,9
"2284","BI2012.21",2235,"BI2012",21,5,"2012-06-19",2012,24,-66.49864167,43.98780833,1,"Miracle gear with teeth",-83.74038696,9.1
"2285","BI2012.22",2236,"BI2012",22,1,"2012-06-19",2012,24,-66.516775,43.93465,1,"Miracle gear with teeth",-99.27577209,9.1
"2286","BI2012.23",2237,"BI2012",23,1,"2012-06-19",2012,24,-66.55885833,43.93726667,1,"Miracle gear with teeth",-92.6749649,8.9
"2287","BI2012.24",2238,"BI2012",24,1,"2012-06-19",2012,24,-66.57639167,43.91438333,1,"Miracle gear with teeth",-82.8465271,8.9
"2288","BI2012.25",2239,"BI2012",25,1,"2012-06-20",2012,24,-66.59105833,43.91193333,1,"Miracle gear with teeth",-75.50940704,8.9
"2289","BI2012.26",2240,"BI2012",26,1,"2012-06-20",2012,24,-66.63779167,43.96629167,1,"Miracle gear with teeth",-101.9282761,8.8
"2290","BI2012.27",2241,"BI2012",27,1,"2012-06-20",2012,24,-66.659775,43.97389167,1,"Miracle gear with teeth",-113.8837128,8.7
"2291","BI2012.28",2242,"BI2012",28,1,"2012-06-20",2012,24,-66.65489167,43.984025,1,"Miracle gear with teeth",-112.4924088,8.7
"2292","BI2012.29",2243,"BI2012",29,1,"2012-06-20",2012,24,-66.6766,43.75025,1,"Miracle gear with teeth",-132.4210968,9.2
"2293","BI2012.3",2217,"BI2012",3,1,"2012-06-18",2012,23,-66.60585833,44.19824167,1,"Miracle gear with teeth",-60.25,8.8
"2294","BI2012.30",2244,"BI2012",30,1,"2012-06-20",2012,24,-66.70658333,43.75403333,1,"Miracle gear with teeth",-94.18724823,9.1
"2295","BI2012.31",2245,"BI2012",31,1,"2012-06-20",2012,24,-66.68599167,43.77233333,1,"Miracle gear with teeth",-93.06680298,9.2
"2296","BI2012.32",2246,"BI2012",32,1,"2012-06-20",2012,24,-66.66820833,43.78456667,1,"Miracle gear with teeth",-102.8029785,9.2
"2297","BI2012.33",2247,"BI2012",33,5,"2012-06-20",2012,24,-66.67713333,43.79245,1,"Miracle gear with teeth",-93.8298111,9.2
"2298","BI2012.34",2248,"BI2012",34,1,"2012-06-20",2012,24,-66.70465833,43.79358333,1,"Miracle gear with teeth",-76.90478516,9.1
"2299","BI2012.35",2249,"BI2012",35,1,"2012-06-20",2012,24,-66.71756667,43.79766667,1,"Miracle gear with teeth",-100.9664993,8.9
"2300","BI2012.36",2250,"BI2012",36,1,"2012-06-20",2012,24,-66.757425,43.81079167,1,"Miracle gear with teeth",-143.6099701,8.7
"2301","BI2012.37",2251,"BI2012",37,1,"2012-06-20",2012,24,-66.778075,43.825175,1,"Miracle gear with teeth",-130.3390656,8.5
"2302","BI2012.38",2252,"BI2012",38,1,"2012-06-20",2012,24,-66.69609167,43.83121667,1,"Miracle gear with teeth",-88.07874298,9.1
"2303","BI2012.39",2253,"BI2012",39,5,"2012-06-20",2012,24,-66.706675,43.835825,1,"Miracle gear with teeth",-101.6867218,9.1
"2304","BI2012.4",2218,"BI2012",4,1,"2012-06-18",2012,23,-66.68988333,44.14079167,1,"Miracle gear with teeth",-89.83999634,8.8
"2305","BI2012.40",2254,"BI2012",40,1,"2012-06-20",2012,24,-66.705525,43.84718333,1,"Miracle gear with teeth",-99.2746582,9.1
"2306","BI2012.41",2255,"BI2012",41,1,"2012-06-20",2012,24,-66.776275,43.90439167,1,"Miracle gear with teeth",-115.2578659,8.1
"2307","BI2012.42",2256,"BI2012",42,5,"2012-06-20",2012,24,-66.73654167,43.991925,1,"Miracle gear with teeth",-104.1822128,8.7
"2308","BI2012.43",2257,"BI2012",43,5,"2012-06-20",2012,24,-66.68495,43.99715833,1,"Miracle gear with teeth",-96.79483032,8.9
"2309","BI2012.44",2258,"BI2012",44,1,"2012-06-20",2012,24,-66.706475,43.90393333,1,"Miracle gear with teeth",-146.4369659,8.3
"2310","BI2012.45",2259,"BI2012",45,1,"2012-06-20",2012,24,-66.72473333,43.89034167,1,"Miracle gear with teeth",-142.3769989,8.3
"2311","BI2012.46",2260,"BI2012",46,1,"2012-06-20",2012,24,-66.63251667,43.71258333,1,"Miracle gear with teeth",-100.3505096,9.3
"2312","BI2012.47",2261,"BI2012",47,1,"2012-06-20",2012,24,-66.58311667,43.71388333,1,"Miracle gear with teeth",-89.43062592,9.4
"2313","BI2012.48",2262,"BI2012",48,1,"2012-06-20",2012,24,-66.54375833,43.690925,1,"Miracle gear with teeth",-112.3119812,9.4
"2314","BI2012.49",2263,"BI2012",49,1,"2012-06-20",2012,24,-66.581775,43.73015,1,"Miracle gear with teeth",-101.1209641,9.4
"2315","BI2012.5",2219,"BI2012",5,5,"2012-06-18",2012,23,-66.70568333,44.10755,1,"Miracle gear with teeth",-97.37000275,8.7
"2316","BI2012.50",2264,"BI2012",50,1,"2012-06-20",2012,24,-66.60285,43.75159167,1,"Miracle gear with teeth",-109.0427856,9.3
"2317","BI2012.51",2265,"BI2012",51,5,"2012-06-20",2012,24,-66.63258333,43.76514167,1,"Miracle gear with teeth",-89.04667664,9.3
"2318","BI2012.52",2266,"BI2012",52,1,"2012-06-21",2012,24,-66.61005833,43.78126667,1,"Miracle gear with teeth",-90.62158203,9.3
"2319","BI2012.53",2267,"BI2012",53,1,"2012-06-21",2012,24,-66.59345833,43.77413333,1,"Miracle gear with teeth",-104.9175186,9.4
"2320","BI2012.54",2268,"BI2012",54,5,"2012-06-21",2012,24,-66.52651667,43.741175,1,"Miracle gear with teeth",-103.6384354,9.5
"2321","BI2012.55",2269,"BI2012",55,1,"2012-06-21",2012,24,-66.560975,43.74191667,1,"Miracle gear with teeth",-97.82234955,9.5
"2322","BI2012.56",2270,"BI2012",56,5,"2012-06-21",2012,24,-66.54990833,43.75575,1,"Miracle gear with teeth",-92.82229614,9.5
"2323","BI2012.57",2271,"BI2012",57,1,"2012-06-21",2012,24,-66.5621,43.76810833,1,"Miracle gear with teeth",-95.81044769,9.4
"2324","BI2012.58",2272,"BI2012",58,1,"2012-06-21",2012,24,-66.54969167,43.77869167,1,"Miracle gear with teeth",-103.1387024,9.5
"2325","BI2012.59",2273,"BI2012",59,1,"2012-06-21",2012,24,-66.55153333,43.80801667,1,"Miracle gear with teeth",-96.62120819,9.4
"2326","BI2012.6",2220,"BI2012",6,1,"2012-06-18",2012,23,-66.73819167,44.12010833,1,"Miracle gear with teeth",-80.44999695,8.5
"2327","BI2012.60",2274,"BI2012",60,5,"2012-06-21",2012,24,-66.58773333,43.80631667,1,"Miracle gear with teeth",-101.9628448,9.3
"2328","BI2012.61",2275,"BI2012",61,1,"2012-06-21",2012,24,-66.57573333,43.83300833,1,"Miracle gear with teeth",-87.30089569,9.3
"2329","BI2012.62",2276,"BI2012",62,5,"2012-06-21",2012,24,-66.62671667,43.84204167,1,"Miracle gear with teeth",-102.3707962,9.2
"2330","BI2012.63",2277,"BI2012",63,1,"2012-06-21",2012,24,-66.626925,43.86228333,1,"Miracle gear with teeth",-103.6340408,9.2
"2331","BI2012.64",2278,"BI2012",64,5,"2012-06-21",2012,24,-66.6208,43.88446667,1,"Miracle gear with teeth",-85.58382416,9
"2332","BI2012.65",2279,"BI2012",65,1,"2012-06-21",2012,24,-66.65494167,43.88179167,1,"Miracle gear with teeth",-90.38282776,9.1
"2333","BI2012.66",2280,"BI2012",66,1,"2012-06-21",2012,24,-66.65995,43.89638333,1,"Miracle gear with teeth",-118.2336121,9
"2334","BI2012.67",2281,"BI2012",67,1,"2012-06-21",2012,23,-66.42571667,44.01895,1,"Miracle gear with teeth",-67.63974762,9.3
"2335","BI2012.68",2282,"BI2012",68,1,"2012-06-21",2012,23,-66.42175833,44.05489167,1,"Miracle gear with teeth",-65.29421234,9.7
"2336","BI2012.69",2283,"BI2012",69,1,"2012-06-21",2012,23,-66.39224167,44.12125833,1,"Miracle gear with teeth",-59.93482208,10.1
"2337","BI2012.7",2221,"BI2012",7,1,"2012-06-18",2012,23,-66.76313333,44.10859167,1,"Miracle gear with teeth",-85.65000153,8.7
"2338","BI2012.70",2284,"BI2012",70,1,"2012-06-21",2012,23,-66.361275,44.10009167,1,"Miracle gear with teeth",-59.34209824,10.2
"2339","BI2012.71",2285,"BI2012",71,1,"2012-06-21",2012,23,-66.3481,44.08159167,1,"Miracle gear with teeth",-59.76968765,10.4
"2340","BI2012.72",2286,"BI2012",72,1,"2012-06-22",2012,23,-66.24908333,44.072225,1,"Miracle gear with teeth",-26.93199158,12.4
"2341","BI2012.73",2287,"BI2012",73,1,"2012-06-22",2012,23,-66.28788333,44.07665833,1,"Miracle gear with teeth",-36.48222351,11.4
"2342","BI2012.74",2288,"BI2012",74,1,"2012-06-22",2012,23,-66.28025,44.10098333,1,"Miracle gear with teeth",-34.15927124,11.2
"2343","BI2012.75",2289,"BI2012",75,5,"2012-06-22",2012,22,-66.27855,44.15383333,1,"Miracle gear with teeth",-33.69131851,10.7
"2344","BI2012.76",2290,"BI2012",76,1,"2012-06-22",2012,23,-66.30829167,44.15055833,1,"Miracle gear with teeth",-47.29653549,10.3
"2345","BI2012.77",2291,"BI2012",77,1,"2012-06-22",2012,23,-66.35895,44.18711667,1,"Miracle gear with teeth",-60.43259048,10.3
"2346","BI2012.78",2292,"BI2012",78,5,"2012-06-22",2012,23,-66.37076667,44.1675,1,"Miracle gear with teeth",-63.04806137,10.1
"2347","BI2012.79",2293,"BI2012",79,1,"2012-06-22",2012,23,-66.357575,44.14685833,1,"Miracle gear with teeth",-59.57514954,10.2
"2348","BI2012.8",2222,"BI2012",8,1,"2012-06-18",2012,23,-66.771975,44.0213,1,"Miracle gear with teeth",-117.8899994,8.8
"2349","BI2012.80",2294,"BI2012",80,1,"2012-06-22",2012,23,-66.29725833,44.09910833,1,"Miracle gear with teeth",-40.85455704,10.1
"2350","BI2012.81",2295,"BI2012",81,1,"2012-06-22",2012,23,-66.32156667,44.06839167,1,"Miracle gear with teeth",-47.00834274,11.1
"2351","BI2012.82",2296,"BI2012",82,1,"2012-06-22",2012,23,-66.30581667,44.05038333,1,"Miracle gear with teeth",-35.22132874,11.2
"2352","BI2012.83",2297,"BI2012",83,1,"2012-06-22",2012,23,-66.28393333,44.04728333,1,"Miracle gear with teeth",-29.65645981,11.5
"2353","BI2012.84",2298,"BI2012",84,5,"2012-06-22",2012,23,-66.27146667,44.03265833,1,"Miracle gear with teeth",-28.04870224,11.9
"2354","BI2012.85",2299,"BI2012",85,1,"2012-06-22",2012,23,-66.25915,44.01256667,1,"Miracle gear with teeth",-20.52225494,12.2
"2355","BI2012.86",2300,"BI2012",86,1,"2012-06-22",2012,24,-66.27481667,43.99625,1,"Miracle gear with teeth",-24.2924118,11.7
"2356","BI2012.87",2301,"BI2012",87,1,"2012-06-22",2012,24,-66.28454167,43.98534167,1,"Miracle gear with teeth",-22.65108681,11.5
"2357","BI2012.88",2302,"BI2012",88,1,"2012-06-22",2012,24,-66.2511,43.94565833,1,"Miracle gear with teeth",-34.72688675,12.1
"2358","BI2012.89",2303,"BI2012",89,5,"2012-06-22",2012,24,-66.23984167,43.93651667,1,"Miracle gear with teeth",-29.32365227,11.8
"2359","BI2012.9",2223,"BI2012",9,5,"2012-06-18",2012,23,-66.76205833,44.02951667,1,"Miracle gear with teeth",-125.6900024,8.8
"2360","BI2012.90",2304,"BI2012",90,5,"2012-06-22",2012,24,-66.2222,43.94546667,1,"Miracle gear with teeth",-28.16677666,12
"2361","BI2012.91",2305,"BI2012",91,1,"2012-06-23",2012,24,-66.222575,43.79665833,1,"Miracle gear with teeth",-39.35319901,11.5
"2362","BI2012.92",2306,"BI2012",92,1,"2012-06-23",2012,24,-66.21630833,43.77219167,1,"Miracle gear with teeth",-25.46340561,11.6
"2363","BI2012.93",2307,"BI2012",93,1,"2012-06-23",2012,24,-66.1872,43.7299,1,"Miracle gear with teeth",-32.18346405,11.8
"2364","BI2012.94",2308,"BI2012",94,1,"2012-06-23",2012,24,-66.25365833,43.72678333,1,"Miracle gear with teeth",-48.40653992,10.9
"2365","BI2012.95",2309,"BI2012",95,5,"2012-06-23",2012,24,-66.255,43.73719167,1,"Miracle gear with teeth",-53.79741287,10.9
"2366","BI2012.96",2310,"BI2012",96,5,"2012-06-23",2012,24,-66.24404167,43.761925,1,"Miracle gear with teeth",-44.15856171,11.3
"2367","BI2012.97",2311,"BI2012",97,1,"2012-06-23",2012,24,-66.270225,43.77491667,1,"Miracle gear with teeth",-45.00661469,11.1
"2368","BI2012.98",2312,"BI2012",98,3,"2012-06-23",2012,24,-66.29493333,43.77430833,1,"Miracle gear with teeth",-57.88742447,10.6
"2369","BI2012.99",2313,"BI2012",99,1,"2012-06-23",2012,24,-66.29899167,43.79520833,1,"Miracle gear with teeth",-56.35972595,10.8
"2370","BI2013.1",2370,"BI2013",1,1,"2013-06-17",2013,23,-66.53661667,44.05899167,1,"Miracle gear with teeth",-97.6089859,8.1
"2371","BI2013.10",2379,"BI2013",10,1,"2013-06-18",2013,23,-66.67964167,44.13390833,1,"Miracle gear with teeth",-99.16000366,7.7
"2372","BI2013.100",2459,"BI2013",100,1,"2013-06-22",2013,24,-66.435,43.67850833,1,"Miracle gear with teeth",-69.32337952,8.7
"2373","BI2013.101",2460,"BI2013",101,5,"2013-06-22",2013,24,-66.38266667,43.67165833,1,"Miracle gear with teeth",-73.8825531,8.7
"2374","BI2013.103",2461,"BI2013",103,5,"2013-06-22",2013,24,-66.38129167,43.700325,1,"Miracle gear with teeth",-75.98839569,8.7
"2375","BI2013.104",2462,"BI2013",104,1,"2013-06-22",2013,24,-66.308825,43.71720833,1,"Miracle gear with teeth",-55.93489838,9
"2376","BI2013.105",2463,"BI2013",105,1,"2013-06-22",2013,24,-66.282975,43.73073333,1,"Miracle gear with teeth",-51.37291718,9
"2377","BI2013.106",2464,"BI2013",106,1,"2013-06-22",2013,24,-66.241725,43.74106667,1,"Miracle gear with teeth",-49.05617905,9.3
"2378","BI2013.107",2465,"BI2013",107,1,"2013-06-23",2013,24,-66.21753333,43.7023,1,"Miracle gear with teeth",-40.63787842,9.8
"2379","BI2013.108",2466,"BI2013",108,1,"2013-06-23",2013,24,-66.20615,43.7554,1,"Miracle gear with teeth",-37.03125763,10
"2380","BI2013.109",2467,"BI2013",109,5,"2013-06-23",2013,24,-66.21638333,43.77185,1,"Miracle gear with teeth",-25.9992485,9.8
"2381","BI2013.11",2380,"BI2013",11,1,"2013-06-18",2013,23,-66.67003333,44.12998333,1,"Miracle gear with teeth",-101.6800003,7.8
"2382","BI2013.110",2468,"BI2013",110,5,"2013-06-23",2013,24,-66.29901667,43.79525,1,"Miracle gear with teeth",-56.35972595,9.6
"2383","BI2013.111",2469,"BI2013",111,1,"2013-06-23",2013,24,-66.288425,43.81043333,1,"Miracle gear with teeth",-46.74871063,9.6
"2384","BI2013.114",2470,"BI2013",114,1,"2013-06-23",2013,24,-66.26000833,43.81385,1,"Miracle gear with teeth",-39.94814682,9.6
"2385","BI2013.115",2471,"BI2013",115,1,"2013-06-23",2013,24,-66.26655,43.83045,1,"Miracle gear with teeth",-47.05751419,9.6
"2386","BI2013.116",2472,"BI2013",116,5,"2013-06-23",2013,24,-66.290075,43.83490833,1,"Miracle gear with teeth",-51.36875153,9.4
"2387","BI2013.117",2473,"BI2013",117,1,"2013-06-23",2013,24,-66.277375,43.84083333,1,"Miracle gear with teeth",-47.27799225,9.5
"2388","BI2013.118",2474,"BI2013",118,1,"2013-06-23",2013,24,-66.26854167,43.85435,1,"Miracle gear with teeth",-41.94691086,9.6
"2389","BI2013.119",2475,"BI2013",119,1,"2013-06-23",2013,24,-66.30690833,43.83916667,1,"Miracle gear with teeth",-48.2623291,9.3
"2390","BI2013.12",2381,"BI2013",12,1,"2013-06-18",2013,23,-66.64805,44.105225,1,"Miracle gear with teeth",-97.94999695,8
"2391","BI2013.120",2476,"BI2013",120,5,"2013-06-23",2013,24,-66.35539167,43.81626667,1,"Miracle gear with teeth",-60.5728569,9.1
"2392","BI2013.121",2477,"BI2013",121,5,"2013-06-23",2013,24,-66.445675,43.94583333,1,"Miracle gear with teeth",-77.01325226,9.1
"2393","BI2013.122",2478,"BI2013",122,1,"2013-06-23",2013,24,-66.4835,43.96285,1,"Miracle gear with teeth",-96.86477661,8.9
"2394","BI2013.123",2479,"BI2013",123,1,"2013-06-23",2013,24,-66.48733333,43.99473333,1,"Miracle gear with teeth",-78.63005829,8.8
"2395","BI2013.124",2480,"BI2013",124,1,"2013-06-23",2013,24,-66.33760833,43.92715,1,"Miracle gear with teeth",-49.84355164,9.9
"2396","BI2013.125",2481,"BI2013",125,1,"2013-06-23",2013,24,-66.26851667,43.94576667,1,"Miracle gear with teeth",-28.63413811,11
"2397","BI2013.126",2482,"BI2013",126,5,"2013-06-23",2013,24,-66.22225,43.9456,1,"Miracle gear with teeth",-27.74847984,11.2
"2398","BI2013.127",2483,"BI2013",127,1,"2013-06-23",2013,24,-66.19935,43.96284167,1,"Miracle gear with teeth",-23.36930275,11.5
"2399","BI2013.128",2484,"BI2013",128,1,"2013-06-23",2013,24,-66.23238333,43.97453333,1,"Miracle gear with teeth",-23.31258583,11.3
"2400","BI2013.129",2485,"BI2013",129,5,"2013-06-23",2013,24,-66.27526667,43.99575833,1,"Miracle gear with teeth",-24.30094147,10
"2401","BI2013.13",2382,"BI2013",13,5,"2013-06-18",2013,23,-66.76098333,44.029225,1,"Miracle gear with teeth",-126.1399994,7.4
"2402","BI2013.130",2486,"BI2013",130,1,"2013-06-23",2013,22,-66.26895,44.20120833,1,"Miracle gear with teeth",-33.94084549,9.8
"2403","BI2013.131",2487,"BI2013",131,1,"2013-06-23",2013,22,-66.21964167,44.21108333,1,"Miracle gear with teeth",-23.96743774,10.5
"2404","BI2013.132",2488,"BI2013",132,1,"2013-06-23",2013,22,-66.2229,44.22638333,1,"Miracle gear with teeth",-27.27238846,10.3
"2405","BI2013.133",2489,"BI2013",133,5,"2013-06-23",2013,22,-66.19586667,44.23614167,1,"Miracle gear with teeth",-15.48056221,10.8
"2406","BI2013.134",2490,"BI2013",134,1,"2013-06-24",2013,22,-66.15375,44.30558333,1,"Miracle gear with teeth",-19.06867599,10.7
"2407","BI2013.135",2491,"BI2013",135,1,"2013-06-24",2013,22,-66.17080833,44.30871667,1,"Miracle gear with teeth",-16.16157341,10.5
"2408","BI2013.137",2492,"BI2013",137,1,"2013-06-24",2013,22,-66.18706667,44.32445833,1,"Miracle gear with teeth",-30.43125153,10.1
"2409","BI2013.138",2493,"BI2013",138,1,"2013-06-24",2013,22,-66.12020833,44.37366667,1,"Miracle gear with teeth",-19.6143589,11.1
"2410","BI2013.139",2494,"BI2013",139,1,"2013-06-24",2013,22,-66.107875,44.391825,1,"Miracle gear with teeth",-18.37613297,10.9
"2411","BI2013.14",2383,"BI2013",14,1,"2013-06-18",2013,24,-66.755275,43.97535833,1,"Miracle gear with teeth",-100.0914764,7.6
"2412","BI2013.140",2495,"BI2013",140,5,"2013-06-24",2013,22,-66.15423333,44.41625,1,"Miracle gear with teeth",-16.99939919,11.6
"2413","BI2013.141",2496,"BI2013",141,5,"2013-06-24",2013,22,-66.1304,44.42119167,1,"Miracle gear with teeth",-27.48075294,11
"2414","BI2013.142",2497,"BI2013",142,1,"2013-06-24",2013,22,-66.072375,44.44760833,1,"Miracle gear with teeth",-14.98383999,11.8
"2415","BI2013.145",2498,"BI2013",145,1,"2013-06-24",2013,22,-66.073025,44.464925,1,"Miracle gear with teeth",-14.30825424,12.2
"2416","BI2013.146",2499,"BI2013",146,5,"2013-06-24",2013,22,-66.00706667,44.47845833,1,"Miracle gear with teeth",-8.959738731,12.8
"2417","BI2013.147",2500,"BI2013",147,1,"2013-06-24",2013,22,-66.18245833,44.359575,1,"Miracle gear with teeth",-27.72596169,10.2
"2418","BI2013.148",2501,"BI2013",148,1,"2013-06-24",2013,22,-66.23723333,44.29854167,1,"Miracle gear with teeth",-35.88145447,9.8
"2419","BI2013.149",2502,"BI2013",149,1,"2013-06-24",2013,22,-66.28336667,44.29005,1,"Miracle gear with teeth",-33.83724213,9.9
"2420","BI2013.150",2503,"BI2013",150,5,"2013-06-24",2013,22,-66.18743333,44.26818333,1,"Miracle gear with teeth",-23.38838387,10.6
"2421","BI2013.151",2504,"BI2013",151,1,"2013-06-24",2013,22,-66.205075,44.25005,1,"Miracle gear with teeth",-27.02826118,10.6
"2422","BI2013.16",2384,"BI2013",16,5,"2013-06-18",2013,24,-66.65501667,43.98244167,1,"Miracle gear with teeth",-113.0484238,7.9
"2423","BI2013.17",2385,"BI2013",17,1,"2013-06-18",2013,24,-66.64315833,43.98108333,1,"Miracle gear with teeth",-106.5151443,7.9
"2424","BI2013.18",2386,"BI2013",18,1,"2013-06-18",2013,24,-66.61391667,43.943075,1,"Miracle gear with teeth",-94.7990036,8
"2425","BI2013.19",2387,"BI2013",19,1,"2013-06-18",2013,24,-66.7467,43.82725833,1,"Miracle gear with teeth",-152.0943604,7.4
"2426","BI2013.2",2371,"BI2013",2,1,"2013-06-17",2013,23,-66.601575,44.01004167,1,"Miracle gear with teeth",-129.6044464,7.9
"2427","BI2013.21",2388,"BI2013",21,1,"2013-06-18",2013,24,-66.77571667,43.80395,1,"Miracle gear with teeth",-101.8696442,7.5
"2428","BI2013.22",2389,"BI2013",22,1,"2013-06-18",2013,24,-66.754425,43.73616667,1,"Miracle gear with teeth",-88.65620422,7.7
"2429","BI2013.23",2390,"BI2013",23,1,"2013-06-18",2013,24,-66.73705833,43.753125,1,"Miracle gear with teeth",-97.61795807,7.9
"2430","BI2013.24",2391,"BI2013",24,1,"2013-06-18",2013,24,-66.7087,43.80944167,1,"Miracle gear with teeth",-100.5233612,8
"2431","BI2013.25",2392,"BI2013",25,5,"2013-06-18",2013,24,-66.70555833,43.84814167,1,"Miracle gear with teeth",-97.61468506,7.9
"2432","BI2013.26",2393,"BI2013",26,1,"2013-06-18",2013,24,-66.684875,43.85705,1,"Miracle gear with teeth",-109.6212006,8
"2433","BI2013.27",2394,"BI2013",27,1,"2013-06-18",2013,24,-66.66681667,43.828275,1,"Miracle gear with teeth",-94.64866638,8
"2434","BI2013.28",2395,"BI2013",28,1,"2013-06-18",2013,24,-66.69535,43.79089167,1,"Miracle gear with teeth",-87.4644928,8
"2435","BI2013.29",2396,"BI2013",29,1,"2013-06-19",2013,24,-66.66975,43.79151667,1,"Miracle gear with teeth",-83.99446106,8
